,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,yearly_count
1229,3206,Hilltop,40.7311689,-74.0575736,3273,Manila & 1st,40.72165072487999,-74.04288411140442,39
1230,3640,Journal Square,40.733670000000004,-74.0625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,40
1231,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3280,Astor Place,40.71928220070703,-74.07126188278198,21
1232,3195,Sip Ave,40.73089709786179,-74.06391263008119,3209,Brunswick St,40.7241765,-74.05065640000001,101
1233,3195,Sip Ave,40.73089709786179,-74.06391263008119,3185,City Hall,40.717732500000004,-74.04384499999999,44
1234,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,570
1235,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3267,Morris Canal,40.7124188237569,-74.03852552175522,678
1236,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3268,Lafayette Park,40.71346382669195,-74.06285852193831,624
1237,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3202,Newport PATH,40.7272235,-74.03375890000001,38
1238,3638,Washington St,40.7242941,-74.0354826,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,85
1239,3483,Montgomery St,40.71942,-74.05099,3194,McGinley Square,40.7253399253558,-74.06762212514876,46
1240,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3203,Hamilton Park,40.727595965999996,-74.044247311,124
1241,3212,Christ Hospital,40.734785818,-74.050443636,3192,Liberty Light Rail,40.711242299999995,-74.0557013,15
1242,3681,Grand St,40.71517767732029,-74.03768330812454,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,60
1243,3201,Dey St,40.737711,-74.066921,3192,Liberty Light Rail,40.711242299999995,-74.0557013,28
1244,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3203,Hamilton Park,40.727595965999996,-74.044247311,20
1245,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3213,Van Vorst Park,40.71848892,-74.047726625,83
1246,3679,Bergen Ave,40.72210378668603,-74.07145500183104,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,41
1247,3213,Van Vorst Park,40.71848892,-74.047726625,3205,JC Medical Center,40.71653978099194,-74.0496379137039,272
1248,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3187,Warren St,40.721123600000006,-74.03805095,221
1249,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3191,Union St,40.71821129999999,-74.08363940000001,45
1250,3206,Hilltop,40.7311689,-74.0575736,3638,Washington St,40.7242941,-74.0354826,68
1251,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,90
1252,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3679,Bergen Ave,40.72210378668603,-74.07145500183104,21
1253,3187,Warren St,40.721123600000006,-74.03805095,3268,Lafayette Park,40.71346382669195,-74.06285852193831,34
1254,3212,Christ Hospital,40.734785818,-74.050443636,3207,Oakland Ave,40.7376037,-74.05247829999999,30
1255,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3192,Liberty Light Rail,40.711242299999995,-74.0557013,67
